Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
607,60,80,15693,False,3.5,0,31/05/2025 11:41:04,False,0,1,93,74.2,9414,,3.4,102,31/05/2025 14:17:53,False,0,1,3818148C,93,2,14,GF,60/80,1022,1022,Perdix AI
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
3770,18.2,18,82,1.5,0.1,0.57,1,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3772,18.4,18,82,1.5,0.1,0.57,1,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3774,18.5,18,82,1.5,0.1,0.57,1,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3776,18.7,18,82,1.5,0.1,0.57,1,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3778,18.8,18,82,1.5,0.1,0.57,1,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3780,19,18,82,1.5,0.1,0.57,1,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3782,19.1,18,82,1.5,0.1,0.57,1,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3784,19.4,15,82,1.5,0.1,0.57,8,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3786,19.7,15,82,1.5,0.1,0.57,8,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3788,19.9,15,82,1.5,0.1,0.57,8,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3790,20,15,82,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3792,20.1,15,82,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3794,20.1,15,82,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3796,20,15,82,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3798,19.9,15,82,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3800,19.7,15,82,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3802,19.3,15,82,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3804,18.9,15,82,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3806,18.5,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3808,18.3,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3810,18.1,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3812,17.7,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3814,17.5,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,200,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3816,17.1,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3818,16.8,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3820,16.7,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3822,16.4,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3824,16.4,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3826,16.1,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3828,15.8,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3830,15.5,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3832,15.3,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3834,15.1,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3836,14.9,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3838,14.8,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3840,14.8,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3842,14.8,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3844,14.9,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3846,15.1,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3848,15.4,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3850,15.6,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3852,15.8,15,81,1.5,0.1,0.57,7,0,0,0,13,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3854,16.1,15,81,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3856,16.2,15,81,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3858,15.9,15,81,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3860,15.8,15,81,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3862,15.7,15,81,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3864,15.7,15,81,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3866,15.6,15,80,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3868,15.6,15,80,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3870,15.5,15,80,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3872,15.5,15,80,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3874,15.4,15,80,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3876,15.4,15,80,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3878,15.3,15,80,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3880,15.2,15,80,1.5,0.1,0.57,7,0,0,0,14,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3882,15,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3884,15,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3886,14.9,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3888,15,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3890,15,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3892,15.2,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3894,15.5,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3896,15.6,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3898,15.9,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3900,16.1,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3902,16.2,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3904,16.3,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,200,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3906,16.4,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3908,16.6,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3910,16.6,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3912,16.4,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3914,16.3,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3916,16.2,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3918,16.1,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3920,15.8,15,80,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3922,15.6,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3924,15.2,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3926,14.9,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3928,14.7,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3930,14.6,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3932,14.4,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3934,14.5,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3936,14.4,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3938,14.3,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3940,14.4,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3942,14.4,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3944,14.6,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3946,14.8,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3948,15.2,15,79,1.5,0.1,0.57,6,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3950,15.4,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3952,15.7,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3954,16.1,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3956,16.5,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3958,16.9,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3960,17.1,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3962,17.4,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3964,17.5,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,200,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3966,17.7,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3968,17.6,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3970,17.4,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3972,17.1,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3974,16.9,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3976,16.8,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3978,16.8,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3980,16.7,15,79,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3982,16.5,15,78,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3984,16.3,15,78,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3986,16.3,15,78,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3988,16.1,15,78,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3990,16.1,15,78,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3992,16.1,15,78,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,200,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3994,16,15,78,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,200,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3996,15.9,15,78,1.5,0.1,0.57,5,0,0,0,14,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
3998,15.8,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4000,15.8,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4002,15.8,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4004,15.8,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4006,15.8,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4008,15.6,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4010,15.5,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4012,15.3,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4014,15.2,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4016,15.2,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4018,15.1,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4020,15.1,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4022,15.1,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4024,15.1,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4026,15.1,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4028,15.2,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4030,15.3,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4032,15.5,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4034,15.6,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4036,15.6,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4038,15.7,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4040,15.6,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4042,15.6,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4044,15.6,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4046,15.7,15,78,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4048,15.7,15,77,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4050,15.7,15,77,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4052,15.7,15,77,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,200,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4054,15.7,15,77,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4056,15.6,15,77,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4058,15.6,15,77,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4060,15.5,15,77,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4062,15.5,15,77,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4064,15.5,15,77,1.5,0.1,0.57,4,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4066,15.4,15,77,1.5,0.1,0.57,3,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4068,15.4,15,77,1.5,0.1,0.57,3,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4070,15.5,15,77,1.5,0.1,0.57,3,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4072,15.5,15,77,1.5,0.1,0.57,3,0,0,0,14,False,True,1,0,0,0,200,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4074,15.5,15,77,1.5,0.1,0.57,3,0,0,0,14,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4076,15.5,15,77,1.5,0.1,0.57,3,0,0,0,14,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4078,15.6,15,77,1.5,0.1,0.57,3,0,0,0,14,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4080,15.7,15,77,1.5,0.1,0.57,3,0,0,0,14,False,True,1,0,0,0,199,3.44,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
4082,15.7,15,77,1.5,0.1,0.57,3,0,0,0,14,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
