Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
607,60,80,15693,False,3.5,0,31/05/2025 11:41:04,False,0,1,93,74.2,9414,,3.4,102,31/05/2025 14:17:53,False,0,1,3818148C,93,2,14,GF,60/80,1022,1022,Perdix AI
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
1004,73.4,24,42,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1006,73.5,24,42,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1008,73.5,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1010,73.5,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1012,73.3,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1014,73.2,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1016,73.3,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1018,73.3,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1020,73.3,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1022,73.3,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1024,73.4,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1026,73.6,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1028,73.8,24,43,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1030,73.8,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1032,73.8,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1034,73.9,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1036,73.8,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1038,73.8,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1040,73.8,24,45,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1042,73.8,24,45,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1044,74,24,45,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1046,73.9,24,45,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1048,73.9,24,45,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1050,73.7,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1052,73.7,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1054,73.8,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1056,73.8,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1058,73.7,24,44,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1060,73.7,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1062,73.7,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1064,73.7,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1066,73.7,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1068,73.7,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1070,73.8,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1072,73.9,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1074,73.9,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1076,73.8,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1078,73.8,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1080,73.7,27,46,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1082,73.6,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1084,73.7,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1086,73.7,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1088,73.6,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1090,73.6,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1092,73.5,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,200,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1094,73.4,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1096,73.6,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1098,73.6,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1100,73.6,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1102,73.6,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1104,73.4,27,47,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1106,73.3,27,48,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1108,73.1,27,48,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1110,73.2,27,48,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1112,73.1,27,48,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1114,73.2,27,48,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1116,73.2,27,48,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1118,73.2,27,48,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1120,73.3,27,48,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1122,73.3,27,49,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1124,73.3,27,49,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1126,73.3,27,49,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1128,73.5,27,49,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1130,73.5,27,49,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1132,73.5,27,49,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1134,73.4,27,49,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1136,73.3,27,49,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1138,73.3,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1140,73.3,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1142,73.4,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1144,73.4,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1146,73.3,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1148,73.4,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1150,73.5,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1152,73.7,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1154,73.7,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1156,73.7,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1158,73.6,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1160,73.5,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1162,73.5,27,50,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1164,73.6,27,51,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1166,73.7,27,51,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1168,73.7,27,51,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1170,73.6,27,51,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1172,73.4,27,51,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1174,73.4,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1176,73.4,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1178,73.3,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1180,73.3,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1182,73.3,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1184,73.4,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1186,73.4,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1188,73.5,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1190,73.5,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1192,73.5,27,52,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1194,73.6,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1196,73.7,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1198,73.6,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1200,73.5,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1202,73.7,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1204,73.8,27,55,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1206,73.8,27,55,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1208,73.6,27,55,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1210,73.8,27,55,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1212,73.8,27,55,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1214,73.8,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1216,73.8,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1218,73.8,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1220,73.6,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1222,73.8,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1224,73.8,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1226,73.8,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1228,73.8,27,54,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1230,73.8,27,55,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1232,73.6,27,55,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1234,73.5,27,55,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1236,73.5,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1238,73.5,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1240,73.4,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1242,73.4,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1244,73.3,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1246,73.3,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1248,73.4,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1250,73.4,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,200,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1252,73.3,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1254,73.3,27,56,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1256,73.3,27,57,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1258,73.3,27,57,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1260,73.4,27,57,1.3,0.1,0.57,2,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1262,73.5,30,56,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1264,73.6,30,56,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1266,73.4,30,56,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1268,73.6,30,56,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1270,73.7,30,56,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1272,73.7,30,58,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1274,73.5,30,58,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1276,73.7,30,58,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1278,73.5,30,58,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1280,73.7,30,58,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,200,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1282,73.8,30,58,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1284,73.8,30,58,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1286,73.8,30,58,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1288,73.7,30,59,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1290,73.7,30,59,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1292,73.7,30,59,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1294,73.7,30,59,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1296,73.7,30,59,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1298,73.8,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1300,73.7,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1302,73.7,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1304,73.4,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1306,73.7,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1308,73.7,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1310,73.7,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1312,73.7,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1314,73.7,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
1316,73.6,30,60,1.3,0.1,0.57,1,0,0,0,10,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
